"UNITID","INSTNM","ADDR","CITY","STABBR","ZIP","FIPS","OBEREG","CHFNM","CHFTITLE","GENTELE","EIN","OPEID","OPEFLAG","WEBADDR","ADMINURL","FAIDURL","APPLURL","NPRICURL","SECTOR","ICLEVEL","CONTROL","HLOFFER","UGOFFER","GROFFER","HDEGOFR1","DEGGRANT","HBCU","HOSPITAL","MEDICAL","TRIBAL","LOCALE","OPENPUBL","ACT","NEWID","DEATHYR","CLOSEDAT","CYACTIVE","POSTSEC","PSEFLAG","PSET4FLG","RPTMTH","IALIAS","INSTCAT","CCBASIC","CCIPUG","CCIPGRAD","CCUGPROF","CCENRPRF","CCSIZSET","CARNEGIE","LANDGRNT","INSTSIZE","CBSA","CBSATYPE","CSA","NECTA","F1SYSTYP","F1SYSNAM","FAXTELE","COUNTYCD","COUNTYNM","CNGDSTCD","LONGITUD","LATITUDE"
214777,"Pennsylvania State University-Main Campus","201 Old Main","University Park","PA","16802-1589",42," 2","Dr. Rodney A. Erickson","President","8148654700","246000376","00332900",1,"www.psu.edu/","admissions.psu.edu/","www.psu.edu/studentaid/","admissions.psu.edu/apply/","tuition.psu.edu/CostEstimate.asp",1,1,1,9,1,1,11,1,2,1,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Penn State",2,15,14,15,12,4,16,15,1,5,44300,1,524,-2,1,"The Pennsylvania State University"," ",42027,"Centre County",4205,-77.861644,40.800732
243780,"Purdue University-Main Campus","Hovde Hall of Administration","West Lafayette","IN","47907-2040",18," 3","Timothy Sands","Acting President","7654944600","356002041","00182500",1,"www.purdue.edu","www.purdue.edu/purdue/admissions/index.html","www.purdue.edu/dfa/","admissions.purdue.edu/apply_now/apply_now.html","www.purdue.edu/DFA/estimator",1,1,1,9,1,1,11,1,2,2,1,2,22,1,"A ",-2,-2,"-2",1,1,1,1,1,"Purdue-West Lafayette|Purdue|PU|Purdue-WL",2,15,14,14,12,4,16,15,1,5,29200,1,320,-2,1,"Purdue University"," ",18157,"Tippecanoe County",1804,-86.914435,40.428206
227757,"Rice University","6100 S Main","Houston","TX","77005-1827",48," 6","David W. Leebron","President","7133480000","741109620","00360400",1,"www.rice.edu","futureowls.rice.edu/home.aspx","financialaid.rice.edu/","futureowls.rice.edu/futureowls/Apply.asp","rice.studentaidcalculator.com/survey.aspx",2,1,2,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,15,12,5,14,15,2,3,26420,1,288,-2,2," "," ",48201,"Harris County",4802,-95.403625,29.716485
186380,"Rutgers University-New Brunswick","83 Somerset St","New Brunswick","NJ","08901-1281",34," 2","Robert L. Barchi","President","7329321766","226001086","00262900",1,"www.rutgers.edu/","admissions.rutgers.edu/","studentaid.rutgers.edu/","admissions.rutgers.edu/0201.asp","studentaid.rutgers.edu/npc/default.aspx",1,1,1,9,1,1,11,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Rutgers, The State University of New Jersey|Rutgers, The State University|Rutgers University|Rutgers, New Brunswick Campus|Rutgers-New Brunswick Campus|Rutgers-New Jersey|Rutgers, The State University New Brunswick/Piscataway Campus|Rutgers, New Brunswick|Rutgers|RU|Rutgers, New Jersey",2,15,8,15,13,4,17,15,1,5,35620,1,408,-2,2," "," ",34023,"Middlesex County",3406,-74.45051,40.503796
122409,"San Diego State University","5500 Campanile Dr","San Diego","CA","92182"," 6"," 8","Elliot L.Hirshman","President","6195945200","330373293","00115100",1,"www.sdsu.edu"," "," "," ","www.csumentor.edu/finaid/pais/",1,1,1,9,1,1,14,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,11,18,11,4,15,16,2,5,41740,1,-2,-2,1,"California State University"," ",6073,"San Diego County",653,-117.071228,32.77525
122755,"San Jose State University","1 Washington Sq","San Jose","CA","95192-0001"," 6"," 8","Mo Qayoumi","President","4089241000","770414438","00115500",1,"www.sjsu.edu"," "," "," ","www.csumentor.edu/finaid/pais/",1,1,1,7,1,1,20,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,14,4,8,4,15,21,2,5,41940,1,488,-2,1,"California State University"," ",6085,"Santa Clara County",619,-121.881214,37.335201
228246,"Southern Methodist University","6425 Boaz St","Dallas","TX","75275-0221",48," 6","R Gerald Turner","President","2147682000","750800689","00361300",1,"www.smu.edu","www.smu.edu/admission/home.asp","www.smu.edu/admission/financial.asp","www.smu.edu/Admission/Apply.aspx","smu.edu/financial_aid/netprice/",2,1,2,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"SMU",2,16,11,15,12,5,13,15,2,4,19100,1,206,-2,2," "," ",48113,"Dallas County",4832,-96.784855,32.845254
243744,"Stanford University"," ","Stanford","CA","94305"," 6"," 8","John L Hennessy","President","6507232300","941156365","00130500",1,"www.stanford.edu/","admission.stanford.edu/","www.stanford.edu/dept/finaid/","www.stanford.edu/dept/uga/application/freshman/apply.html","www.stanford.edu/dept/finaid/undergrad/how/calculator/",2,1,2,9,1,1,11,1,2,1,1,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,5,14,12,6,17,15,2,4,41940,1,488,-2,2," "," ",6085,"Santa Clara County",618,-122.182212,37.431746
196413,"Syracuse University","Crouse Hinds Hall, Suite 600","Syracuse","NY","13244-5040",36," 2","Nancy Cantor","Chancellor and President","3154431870","150532081","00288200",1,"syr.edu/","syr.edu/futurestudents/undergraduate/","financialaid.syr.edu/","syr.edu/futurestudents/undergraduate/applytosu/","npc.collegeboard.org/student/app/syr",2,1,2,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,11,15,12,5,17,15,2,5,45060,1,532,-2,2," ","3154434226",36067,"Onondaga County",3624,-76.135062,43.037587
216339,"Temple University","1801 North Broad Street","Philadelphia","PA","19122-6096",42," 2","Richard M. Englert","Acting President","2152047000","231365971","00337100",1,"WWW.TEMPLE.EDU","www.temple.edu/admissions/index.htm","www.temple.edu/sfs/","www.temple.edu/undergrad/applying/index.htm","npc.collegeboard.org/student/app/temple",1,1,1,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,14,11,4,15,15,2,5,37980,1,428,-2,2," ","2152047487",42101,"Philadelphia County",4202,-75.158267,39.980943
228723,"Texas A & M University-College Station","805 Rudder Tower","College Station","TX","77843-1244",48," 6","R. Bowen Loftin","President","9798453211","746000531","00363200",1,"www.tamu.edu","admissions.tamu.edu","financialaid.tamu.edu","admissions.tamu.edu/freshmen/default.aspx","collegeforalltexans.com/apps/CollegeMoney/",1,1,1,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Texas A&M | TAMU",2,15,11,14,12,4,15,15,1,5,17780,1,-2,-2,1,"Texas A&M University System","9798478737",48041,"Brazos County",4817,-96.306732,30.596291
228875,"Texas Christian University","2800 S University Dr","Fort Worth","TX","76129",48," 6","Victor J. Boschini, Jr.","Chancellor","8172577000","750827465","00363600",1,"www.tcu.edu/","admissions.tcu.edu","fam.tcu.edu","admissions.tcu.edu/apply/default.asp","www.financialaid.tcu.edu/npc.asp",2,1,2,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"TCU",2,17,13,15,12,3,13,16,2,3,19100,1,206,-2,2," ","8172577268",48439,"Tarrant County",4812,-97.361537,32.709568
228459,"Texas State University-San Marcos","601 University Dr","San Marcos","TX","78666",48," 6","Denise Trauth","President","5122452111","746002248","00361500",1,"www.txstate.edu","www.admissions.txstate.edu/","www.finaid.txstate.edu/","www.applytexas.org/adappc/gen/c_start.WBX","www.finaid.txstate.edu/helpful/npc.html",1,1,1,9,1,1,11,1,2,2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1,"Texas State|Texas State University|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|",2,18,10,18,11,4,15,21,2,5,12420,1,-2,-2,1,"Texas State University System","5122459020",48209,"Hays County",4835,-97.936392,29.889202
229115,"Texas Tech University","Broadway and University Avenue","Lubbock","TX","79409-5005",48," 6","Lawrence Schovanec, Ph.D","Interim President","8067422011","756002622","00364400",1,"www.ttu.edu","www.admissions.ttu.edu/","www.fina.ttu.edu/","www.applytexas.org/","www.depts.ttu.edu/financialaid/calculators.asp",1,1,1,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,15,11,4,16,15,2,5,31180,1,352,-2,1,"Texas Tech University System","8067420062",48303,"Lubbock County",4819,-101.876917,33.580309
100751,"The University of Alabama","739 University Blvd","Tuscaloosa","AL","35487-0166"," 1"," 5","Dr. Guy Bailey","President","2053486010","636001138","00105100",1,"www.ua.edu/","gobama.ua.edu","financialaid.ua.edu","apply.ua.edu","oira.ua.edu",1,1,1,9,1,1,11,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,15,10,4,16,15,2,5,46220,1,-2,-2,1,"The University of Alabama System","2053487208",1125,"Tuscaloosa County",107,-87.545766,33.2144
221759,"The University of Tennessee","527 Andy Holt Tower","Knoxville","TN","37996",47," 5","Dr. Joe DiPietro","President","8659741000","626001636","00353000",1,"www.tennessee.edu","admissions.utk.edu","finaid.utk.edu","vip.utk.edu","www.collegeportraits.org/TN/UTK/estimator/",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,13,5,16,15,1,5,28940,1,314,-2,1,"The University of Tennessee System","8659742175",47093,"Knox County",4702,-83.929696,35.955093
228778,"The University of Texas at Austin","2400 Inner Campus Drive","Austin","TX","78712",48," 6","William Powers, Jr.","President","5124713434","746000203","00365800",1,"www.utexas.edu","www.utexas.edu/student/admissions","finaid.utexas.edu","bealonghorn.utexas.edu/services/apply/apply/index.html","www.collegeportraits.org/TX/UTAustin/",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UT Austin |University of Texas",2,15,11,15,13,4,15,15,2,5,12420,1,-2,-2,1,"The University of Texas System"," ",48453,"Travis County",4825,-97.737277,30.28473
228796,"The University of Texas at El Paso","500 W. University Ave","El Paso","TX","79968-0691",48," 6","Diana Natalicio","President","9157475000","746000813","00366100",1,"www.utep.edu","academics.utep.edu/Default.aspx?tabid=69423","academics.utep.edu/Default.aspx?alias=academics.utep.edu/finaid","https://www.applytexas.org/adappc/gen/c_start.WBX","collegeforalltexans.com/apps/CollegeMoney/",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UTEP",2,16,14,15,6,4,15,16,2,5,21340,1,238,-2,1,"The University of Texas System"," ",48141,"El Paso County",4816,-106.50356,31.771697
229027,"The University of Texas at San Antonio","One UTSA Circle","San Antonio","TX","78249-1644",48," 6","Ricardo Romo","President","2104584011","417171158","01011500",1,"www.utsa.edu/","www.utsa.edu/admissions/","www.utsa.edu/financialaid/","www.applytexas.org","bluebook.utsa.edu/AttendanceCost.aspx",1,1,1,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UTSA",2,16,11,15,11,3,15,21,2,5,41700,1,-2,-2,1,"The University of Texas System"," ",48029,"Bexar County",4820,-98.621386,29.582418
102368,"Troy University","University Avenue","Troy","AL","36082-0001"," 1"," 5","Dr. Jack Hawkins, Jr.","Chancellor","3346703100","636001102","00104700",1,"www.troy.edu","admissions.troy.edu/","www.troy.edu/financialaid/","admissions.troy.edu/","admissions.troy.edu/npcalc.aspx",1,1,1,9,1,1,13,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,"TROY",2,18,13,7,5,4,16,21,2,5,45980,2,-2,-2,2," ","3346703774",1109,"Pike County",102,-85.950191,31.800128
160755,"Tulane University of Louisiana","6823 Saint Charles Ave","New Orleans","LA","70118-5698",22," 5","Scott S. Cowen","President","5048655000","720423889","00202900",1,"www.tulane.edu","admission.tulane.edu/","www.tulane.edu/~finaid/","admission.tulane.edu/apply/index.php","tulane.studentaidcalculator.com",2,1,2,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,14,7,5,13,15,2,4,35380,1,406,-2,2," ","5048628715",22071,"Orleans Parish",2201,-90.120409,29.939696
128328,"United States Air Force Academy","2304 Cadet Drive, Suite 3800","USAFA","CO","80840-5002"," 8"," 0","Lt Gen Michael C. Gould","Superintendent","7193336481","-1","00136900",3,"www.usafa.edu","academyadmissions.com"," ","https://admissions.usafa.edu/"," ",1,1,1,5,1,2,30,1,2,1,2,2,31,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,21,9,-1,12,2,14,59,2,2,17820,1,-2,-2,2," ","7193334309",8041,"El Paso County",805,-104.889895,39.011005
197036,"United States Military Academy","646 Swift Rd (ATTN: MASG)","West  Point","NY","10996-1905",36," 0","LTG  David Huntoon, Jr.","Superintendent","8459384011","-1","00289300",3,"www.westpoint.edu","admissions.usma.edu/"," ","admissions.usma.edu/","www.usma.edu",1,1,1,5,1,2,30,1,2,2,2,2,31,1,"A ",-2,-2,"-2",1,1,1,1,1,"West Point",2,21,6,-1,12,2,14,59,2,2,35620,1,408,-2,2," ","8459387380",36071,"Orange County",3618,-73.956804,41.390882
164155,"United States Naval Academy","121 Blake Road","Annapolis","MD","21402-5000",24," 0","M. H. Miller","Superintendent","4102931000","973806000","00210100",3,"www.usna.edu","www.usna.edu/Admissions"," ","www.usna.edu/Admissions","www.usna.edu/Admissions",1,1,1,5,1,2,30,1,2,1,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"USNA, Navy, Annapolis",2,21,6,-1,12,2,14,59,2,2,12580,1,548,-2,2," ","4102931815",24003,"Anne Arundel County",2403,-76.481692,38.980507
196088,"University at Buffalo","12 Capen Hall","Buffalo","NY","14260-1660",36," 2","Satish K. Tripathi","President","7166452000","146013200","00283700",1,"www.buffalo.edu","admissions.buffalo.edu/","financialaid.buffalo.edu/","admissions.buffalo.edu/apply/index.php","financialaid.buffalo.edu/costs/netpricecalculator/index.php",1,1,1,9,1,1,11,1,2,1,1,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"University at Buffalo|UB|State University of New York at Buffalo|SUNY Buffalo|University of Buffalo",2,15,11,14,13,5,16,15,2,5,15380,1,160,-2,1,"State University of New York System"," ",36029,"Erie County",3626,-78.78919,43.000416
200800,"University of Akron Main Campus","302 Buchtel Common","Akron","OH","44325-4702",39," 3","Luis M Proenza","President","3309727111","346002924","00312300",1,"www.uakron.edu","www.uakron.edu/admissions/","www.uakron.edu/finaid/","www.uakron.edu/admissions/undergraduate/admission_procedures/index.dot","www.uakron.edu/finaid/",1,1,1,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,15,10,4,15,16,2,5,10420,1,184,-2,2," "," ",39153,"Summit County",3913,-81.510328,41.077768
100663,"University of Alabama at Birmingham","Administration Bldg Suite 1070","Birmingham","AL","35294-0110"," 1"," 5","Ray L. Watts","President","2059344011","636005396","00105200",1,"www.uab.edu","www.uab.edu/students/undergraduate-admissions","www.uab.edu/students/paying-for-college","sa.uab.edu/admissions/application/freshman.asp","www.collegeportraits.org/AL/UAB/estimator/agree",1,1,1,9,1,1,11,1,2,1,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,17,8,5,15,15,2,4,13820,1,142,-2,1,"The University of Alabama System","2059757114",1073,"Jefferson County",107,-86.80917,33.50223
104179,"University of Arizona","1401 E University","Tucson","AZ","85721-0066"," 4"," 6","Ann Weaver Hart","President","5206212211","866004791","00108300",1,"www.arizona.edu","admissions.arizona.edu","financialaid.arizona.edu","admissions.arizona.edu/apply","oirps.arizona.edu/npc.html",1,1,1,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UA|U of A|Arizona|UofA|The University of Arizona|University of Arizona|University of Az|AZ|Univ. of Arizona|Univ. of Az|Tucson|Tucson, AZ|the university of Arizona|the Univ. of Az|the U of AZ|the U of Az|Ariz.|Arizona University|Az+university|85721|AZ+univ|AZ university|",2,15,11,14,11,4,15,15,1,5,46060,1,536,-2,1,"Arizona Board of Regents","5206219323",4019,"Pima County",403,-110.950769,32.232071
106397,"University of Arkansas","Administration Bldg 425","Fayetteville","AR","72701"," 5"," 5","G. David Gearhart","Chancellor","4795752000","716003252","00110800",1,"www.uark.edu","admissions.uark.edu/","finaid.uark.edu/","admissions.uark.edu/apply/index.php","finaid.uark.edu/331.php",1,1,1,9,1,1,11,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"University of Arkansas|Arkansas",2,15,14,15,13,4,16,15,1,5,22220,1,-2,-2,1,"University of Arkansas System","4795757515",5143,"Washington County",503,-94.178214,36.06153
110635,"University of California-Berkeley","200 California Hall","Berkeley","CA","94720"," 6"," 8","Robert J Birgeneau","Chancellor","5106426000","946002123","00131200",1,"www.berkeley.edu"," "," "," ","calculator.berkeley.edu/",1,1,1,9,1,1,11,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"UC Berkeley",2,15,5,15,13,5,16,15,1,5,41860,1,488,-2,1,"University of California"," ",6001,"Alameda County",613,-122.260401,37.871519
110662,"University of California-Los Angeles","405 Hilgard Ave","Los Angeles","CA","90095-1405"," 6"," 8","Dr. Gene D. Block","Chancellor","3108254321","956006143","00131500",1,"www.ucla.edu/","www.admissions.ucla.edu/","www.fao.ucla.edu/","www.universityofcalifornia.edu/admissions/how-to-apply/apply-online/index.html","www.fao.ucla.edu/aid_estimator/",1,1,1,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UCLA",2,15,5,14,13,5,16,15,2,5,31080,1,348,-2,1,"University of California"," ",6037,"Los Angeles County",633,-118.443901,34.068892
132903,"University of Central Florida","4000 Central Florida Blvd","Orlando","FL","32816",12," 5","John C Hitt","President","4078232000","592924021","00395400",1,"www.ucf.edu/","www.ucf.edu/admissions/","finaid.ucf.edu/","https://admissions.ucf.edu/application/login.aspx?ReturnUrl=%2fapplication%2f","netcalculator.smca.ucf.edu",1,1,1,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"UCF",2,15,14,15,8,4,15,16,2,5,36740,1,422,-2,1,"State University System of Florida"," ",12095,"Orange County",1207,-81.198805,28.60106
201885,"University of Cincinnati-Main Campus","2624 Clifton Avenue","Cincinnati","OH","45221-0063",39," 3","Santa J. Ono","President","5135566000","316000989","00312500",1,"www.uc.edu","admissions.uc.edu/","financialaid.uc.edu/","admissions.uc.edu/apply.html","www.collegeportraits.org/OH/UC/estimator/agree",1,1,1,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,14,14,12,5,15,15,2,5,17140,1,178,-2,2," "," ",39061,"Hamilton County",3901,-84.51428,39.131159
126614,"University of Colorado Boulder","Regent Drive at Broadway","Boulder","CO","80309-0017"," 8"," 7","Philip P. DiStefano","Chancellor","3034921411","846000555","00137000",1,"www.colorado.edu","www.colorado.edu/prospective/","www.colorado.edu/finaid/","admissions.colorado.edu/undergraduate/apply","www.collegeportraits.org/CO/CU-Boulder/estimator/agree",1,1,1,9,1,1,11,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"U of Colorado|Univ of Colorado|University of Colorado|U of CO|Univ of CO|University of CO|Boulder|CU|CU-Boulder|UCB|CUB|Colorado|Colorado University|U of Colo|Univ of Colo|University of Colo|Colo|Buffs|Buffalos|Buffaloes|CU at Boulder|Golden Buffs|University of Colorado at Boulder",2,15,8,15,12,4,15,15,2,5,14500,1,216,-2,1,"University of Colorado","3034920996",8013,"Boulder County",802,-105.267061,40.004415
129020,"University of Connecticut","352 Mansfield Road","Storrs","CT","06269"," 9"," 1","Susan Herbst","President","8604862000","060772160","00141700",1,"www.uconn.edu","www.admissions.uconn.edu/","financialaid.uconn.edu/","admissions.uconn.edu/content/apply","financialaid.uconn.edu/pricecalc/storrs/",1,1,1,9,1,1,11,1,2,1,1,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,14,12,5,17,15,1,5,25540,1,278,73450,2," "," ",9013,"Tolland County",902,-72.249537,41.808215
134130,"University of Florida","355 Tigert Hall","Gainesville","FL","32611-3115",12," 5","Dr. James Bernard Machen","President","3523923261","596002052","00153500",1,"www.ufl.edu/","www.admissions.ufl.edu","www.sfa.ufl.edu/","www.admissions.ufl.edu/","npc.collegeboard.org/student/app/ufl",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,12,5,16,15,1,5,23540,1,264,-2,1,"State University System of Florida"," ",12001,"Alachua County",1203,-82.361195,29.638248
139959,"University of Georgia","Administration Building","Athens","GA","30602",13," 5","Michael F. Adams","President","7065423000","586001998","00159800",1,"www.uga.edu","https://www.admissions.uga.edu/index.html","osfa.uga.edu/index.html","https://www.admissions.uga.edu/article/apply-now.html","www.collegeportraits.org/GA/UGA/estimator/agree",1,1,1,9,1,1,11,1,2,2,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,13,4,16,15,1,5,12020,1,122,-2,1,"University System of Georgia"," ",13059,"Clarke County",1310,-83.373847,33.943487
141574,"University of Hawaii at Manoa","2500 Campus Road, Hawaii Hall","Honolulu","HI","96822-2301",15," 8","Tom Apple","Chancellor","8089568975","996000354","00161000",1,"manoa.hawaii.edu","manoa.hawaii.edu/admissions","www.hawaii.edu/fas/","www.sis.hawaii.edu/uhdad/bwskalog.P_DispLoginNon","www.hawaii.edu/fas/basics/calculator.php",1,1,1,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UHM |UH at Manoa",2,15,11,14,11,5,15,15,1,5,46520,1,-2,-2,1,"University of Hawaii Board of Regents","8089564148",15003,"Honolulu County",1501,-157.816607,21.292648
225511,"University of Houston","212 E. Cullen Building","Houston","TX","77204-2018",48," 6","Dr. Renu Khator","Chancellor/President","7137431000","746001399","00365200",1,"www.uh.edu","www.uh.edu/admissions/","www.uh.edu/financial/"," ","www.uh.edu/financial/net-price-calculator/index.php",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,15,8,4,15,15,2,5,26420,1,288,-2,1,"University of Houston System"," ",48201,"Harris County",4818,-95.344851,29.719988
142285,"University of Idaho","875 Perimeter Drive","Moscow","ID","83844-2282",16," 7","M. Duane Nellis","President","8888843246","826000945","00162600",1,"www.uidaho.edu","www.uidaho.edu/admissions","www.uidaho.edu/financialaid","www.uidaho.edu/admissions/first-year-students","www.uidaho.edu/financialaid/universityofidahotuition",1,1,1,9,1,1,11,1,2,2,1,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,"Idaho",2,16,14,18,11,4,17,15,1,4,34140,2,446,-2,2," ","2088859119",16057,"Latah County",1601,-117.024296,46.726894
145637,"University of Illinois at Urbana-Champaign","601 E John Street","Champaign","IL","61820-5711",17," 3","Phyllis Wise","Vice President and Chancellor","2173331000","376000511","00177500",1,"www.illinois.edu/","admissions.illinois.edu/","www.osfa.illinois.edu","admissions.illinois.edu/apply/app.html","www.osfa.illinois.edu/aid/NPC/NPC.asp",1,1,1,9,1,1,11,1,2,2,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Illinois|Illinios|Ilinois|Ilinios|Urbana|Champaign|Champagne|Champaign-Urbana|Champagne-Urbana|Urbana-Champaign|Urbana-Champagne|University of Illinois at Urbana|University of Illinois at Champaign|University of Illinois at Champagne|University of Illinois at Champaign-Urbana|University of Illinois at Champagne-Urbana|UIUC|UICU|University of Illinois at UC|University of Illinois at CU",2,15,11,14,12,5,16,15,1,5,16580,1,-2,-2,1,"University of Illinois Board of Trustees","2172444614",17019,"Champaign County",1713,-88.230309,40.108864
